P,S,T,
M,a,x, ,T,e,m,p,e,r,a,t,u,r,e,F,
M,e,a,n, ,T,e,m,p,e,r,a,t,u,r,e,F,
M,i,n, ,T,e,m,p,e,r,a,t,u,r,e,F,
8,7,V,A,
1979-8-25,84,77,70,
1979-8-26,87,80,72,
1979-8-27,84,78,72,
1979-8-28,84,76,69,
1979-8-29,80,76,72,
1979-8-30,88,79,70,
1979-8-31,86,76,66,
1979-9-1,82,75,68,
1979-9-2,84,78,71,
1979-9-3,81,76,71,
1979-9-4,84,78,71,
1979-9-5,75,73,71,
1979-9-6,87,80,71,
1979-9-7,86,78,69,
1979-9-8,75,68,60,
1979-9-9,72,62,52,
1979-9-10,75,63,51,
1979-9-11,82,68,55,
1979-9-12,79,74,69,
1979-9-13,75,68,61,
1979-9-14,81,76,70,
1979-9-15,73,66,59,
1979-9-16,73,64,55,
1979-9-17,75,64,52,
1979-9-18,79,66,53,
1979-9-19,78,69,57,
1979-9-20,70,59,48,
1979-9-21,73,68,62,
1979-9-22,72,68,64,
1979-9-23,70,64,59,
1979-9-24,64,60,55,
1979-9-25,70,62,55,
1979-9-26,75,66,57,
1979-9-27,77,68,59,
1979-9-28,73,68,63,
1979-9-29,77,72,66,
1979-9-30,71,70,69,
1979-10-1,78,72,66,
1979-10-2,75,70,66,
1979-10-3,73,66,59,
1979-10-4,77,64,52,
1979-10-5,64,58,53,
1979-10-6,66,55,44,
1979-10-7,62,57,52,
1979-10-8,69,56,44,
1979-10-9,75,64,54,
1979-10-10,52,44,36,
1979-10-11,52,46,41,
1979-10-12,60,53,46,
1979-10-13,66,56,46,
1979-10-14,57,48,39,
1979-10-15,64,50,35,
1979-10-16,66,58,50,
1979-10-17,73,62,51,
1979-10-18,75,60,46,
1979-10-19,75,63,51,
1979-10-20,80,68,55,
1979-10-21,84,73,62,
1979-10-22,84,73,62,
1979-10-23,70,62,53,
1979-10-24,55,50,46,
1979-10-25,59,52,46,
1979-10-26,55,46,36,
1979-10-27,55,43,31,
1979-10-28,63,48,32,
1979-10-29,70,58,46,
1979-10-30,63,51,39,
1979-10-31,62,54,46,
1979-11-1,64,55,46,
1979-11-2,64,62,55,
1979-11-3,60,52,44,
1979-11-4,61,49,37,
1979-11-5,57,46,34,
1979-11-6,63,48,34,
1979-11-7,59,52,39,
1979-11-8,57,46,36,
1979-11-9,66,58,50,
1979-11-10,63,60,57,
1979-11-11,57,52,46,
1979-11-12,51,48,45,
1979-11-13,57,52,46,
1979-11-14,50,44,37,
1979-11-15,57,45,33,
1979-11-16,59,51,43,
1979-11-17,69,52,36,
1979-11-18,73,63,51,
1979-11-19,70,57,44,
1979-11-20,75,60,45,
1979-11-21,69,57,45,
1979-11-22,73,60,46,
1979-11-23,66,60,55,
1979-11-24,70,66,63,
1979-11-25,72,67,62,
1979-11-26,70,62,53,
1979-11-27,64,57,50,
1979-11-28,64,55,45,
1979-11-29,43,38,32,
1979-11-30,42,34,27,
1979-12-1,48,38,27,
1979-12-2,42,37,32,
1979-12-3,48,36,25,
1979-12-4,57,44,30,
1979-12-5,62,50,37,
1979-12-6,59,50,42,
1979-12-7,57,48,39,
1979-12-8,55,47,37,
1979-12-9,48,38,29,
1979-12-10,63,48,34,
1979-12-11,69,54,39,
1979-12-12,72,59,46,
1979-12-13,63,54,45,
1979-12-14,48,41,34,
1979-12-15,44,35,26,
1979-12-16,53,45,37,
1979-12-17,52,38,23,
1979-12-18,35,30,24,
1979-12-19,37,34,29,
1979-12-20,36,33,30,
1979-12-21,43,38,33,
1979-12-22,45,38,32,
1979-12-23,61,50,39,
1979-12-24,62,57,52,
1979-12-25,59,52,46,
1979-12-26,57,50,39,
1979-12-27,48,40,32,
1979-12-28,55,47,39,
1979-12-29,64,53,42,
1979-12-30,64,50,37,
1979-12-31,52,41,30,
1980-1-1,50,39,28,
1980-1-2,48,39,30,
1980-1-3,45,37,29,
1980-1-4,36,34,32,
1980-1-5,36,34,31,
1980-1-6,39,34,28,
1980-1-7,42,36,29,
1980-1-8,46,41,36,
1980-1-9,44,38,31,
1980-1-10,39,32,25,
1980-1-11,46,40,35,
1980-1-12,51,45,37,
1980-1-13,35,32,30,
1980-1-14,44,39,34,
1980-1-15,59,50,42,
1980-1-16,55,46,36,
1980-1-17,48,44,39,
1980-1-18,46,44,41,
1980-1-19,53,45,35,
1980-1-20,54,41,28,
1980-1-21,50,40,30,
1980-1-22,48,44,41,
1980-1-23,46,38,28,
1980-1-24,37,30,23,
1980-1-25,59,42,26,
1980-1-26,48,42,35,
1980-1-27,48,40,31,
1980-1-28,52,42,31,
1980-1-29,43,38,30,
1980-1-30,33,26,18,
1980-1-31,32,28,24,
1980-2-1,32,26,21,
1980-2-2,32,26,19,
1980-2-3,36,27,18,
1980-2-4,37,30,24,
1980-2-5,42,34,25,
1980-2-6,33,30,24,
1980-2-7,42,29,16,
1980-2-8,45,38,30,
1980-2-9,37,35,33,
1980-2-10,39,34,28,
1980-2-11,46,30,15,
1980-2-12,41,36,26,
1980-2-13,43,31,19,
1980-2-14,57,42,27,
1980-2-15,46,42,39,
1980-2-16,51,42,31,
1980-2-17,37,30,23,
1980-2-18,45,32,19,
1980-2-19,55,42,28,
1980-2-20,61,46,30,
1980-2-21,64,52,39,
1980-2-22,68,57,46,
1980-2-23,53,47,41,
1980-2-24,64,50,37,
1980-2-25,50,43,36,
1980-2-26,37,33,29,
1980-2-27,46,36,27,
1980-2-28,37,33,29,
1980-2-29,35,28,21,
1980-3-1,22,18,14,
1980-3-2,27,22,17,
1980-3-3,42,32,22,
1980-3-4,51,39,27,
1980-3-5,55,48,42,
1980-3-6,52,44,37,
1980-3-7,64,52,39,
1980-3-8,73,66,59,
1980-3-9,61,54,45,
1980-3-10,64,50,35,
1980-3-11,55,46,37,
1980-3-12,42,36,31,
1980-3-13,37,34,30,
1980-3-14,46,40,35,
1980-3-15,59,46,33,
1980-3-16,68,51,34,
1980-3-17,62,58,53,
1980-3-18,61,54,45,
1980-3-19,61,48,35,
1980-3-20,64,55,46,
1980-3-21,64,52,39,
1980-3-22,53,47,39,
1980-3-23,59,46,34,
1980-3-24,57,52,46,
1980-3-25,60,53,45,
1980-3-26,54,44,34,
1980-3-27,59,46,34,
1980-3-28,48,46,44,
1980-3-29,70,58,45,
1980-3-30,59,56,52,
1980-3-31,53,49,44,
1980-4-1,59,50,42,
1980-4-2,75,59,43,
1980-4-3,70,60,50,
1980-4-4,75,64,53,
1980-4-5,61,54,46,
1980-4-6,69,56,43,
1980-4-7,61,54,46,
1980-4-8,64,58,53,
1980-4-9,75,65,55,
1980-4-10,69,60,52,
1980-4-11,73,60,46,
1980-4-12,68,58,48,
1980-4-13,64,58,52,
1980-4-14,73,62,50,
1980-4-15,57,52,48,
1980-4-16,64,55,45,
1980-4-17,63,50,37,
1980-4-18,71,56,41,
1980-4-19,77,60,44,
1980-4-20,81,66,50,
1980-4-21,75,65,54,
1980-4-22,79,65,51,
1980-4-23,82,66,50,
1980-4-24,84,69,54,
1980-4-25,78,66,54,
1980-4-26,57,54,50,
1980-4-27,59,54,50,
1980-4-28,64,58,53,
1980-4-29,69,60,50,
1980-4-30,64,58,53,
1980-5-1,72,62,53,
1980-5-2,73,62,52,
1980-5-3,79,66,52,
1980-5-4,84,72,60,
1980-5-5,87,70,54,
1980-5-6,84,74,64,
1980-5-7,84,72,59,
1980-5-8,62,56,50,
1980-5-9,64,54,44,
1980-5-10,73,57,41,
1980-5-11,80,70,59,
1980-5-12,89,76,62,
1980-5-13,87,80,72,
1980-5-14,82,74,62,
1980-5-15,73,60,48,
1980-5-16,73,60,46,
1980-5-17,70,62,54,
1980-5-18,80,68,57,
1980-5-19,82,74,66,
1980-5-20,69,66,64,
1980-5-21,75,69,63,
1980-5-22,80,70,59,
1980-5-23,77,70,64,
1980-5-24,80,73,66,
1980-5-25,79,72,66,
1980-5-26,77,68,59,
1980-5-27,78,66,54,
1980-5-28,82,68,55,
1980-5-29,84,70,57,
1980-5-30,80,73,66,
1980-5-31,84,75,66,
1980-6-1,86,77,68,
1980-6-2,88,80,71,
1980-6-3,89,82,75,
1980-6-4,79,74,68,
1980-6-5,80,68,57,
1980-6-6,78,68,57,
1980-6-7,90,80,69,
1980-6-8,88,78,66,
1980-6-9,78,66,53,
1980-6-10,77,68,60,
1980-6-11,75,65,55,
1980-6-12,75,67,59,
1980-6-13,78,64,50,
1980-6-14,86,70,53,
1980-6-15,93,80,66,
1980-6-16,81,72,64,
1980-6-17,77,66,55,
1980-6-18,73,62,52,
1980-6-19,80,68,57,
1980-6-20,79,72,66,
1980-6-21,80,68,55,
1980-6-22,84,68,52,
1980-6-23,87,75,63,
1980-6-24,82,75,68,
1980-6-25,80,75,70,
1980-6-26,84,76,69,
1980-6-27,96,80,64,
1980-6-28,96,83,70,
1980-6-29,93,84,75,
1980-6-30,84,78,72,
1980-7-1,84,72,61,
1980-7-2,95,82,69,
1980-7-3,82,78,75,
1980-7-4,87,80,72,
1980-7-5,91,82,73,
1980-7-6,90,82,72,
1980-7-7,84,72,59,
1980-7-8,80,73,66,
1980-7-9,86,76,66,
1980-7-10,84,77,70,
1980-7-11,90,80,71,
1980-7-12,93,82,72,
1980-7-13,82,76,69,
1980-7-14,86,76,66,
1980-7-15,91,80,70,
1980-7-16,98,86,75,
1980-7-17,100,88,73,
1980-7-18,90,80,71,
1980-7-19,93,82,70,
1980-7-20,97,86,75,
1980-7-21,96,86,75,
1980-7-22,91,81,71,
1980-7-23,84,77,70,
1980-7-24,82,74,66,
1980-7-25,87,76,66,
1980-7-26,89,79,69,
1980-7-27,86,78,71,
1980-7-28,82,76,71,
1980-7-29,86,78,69,
1980-7-30,87,76,64,
1980-7-31,90,80,70,
1980-8-1,91,84,77,
1980-8-2,95,84,73,
1980-8-3,93,84,75,
1980-8-4,91,81,71,
1980-8-5,93,83,73,
1980-8-6,91,82,72,
1980-8-7,91,80,69,
1980-8-8,95,82,70,
1980-8-9,96,84,73,
1980-8-10,91,82,72,
1980-8-11,91,82,72,
1980-8-12,88,82,77,
1980-8-13,84,76,68,
1980-8-14,91,78,66,
1980-8-15,88,80,73,
1980-8-16,82,76,66,
1980-8-17,73,68,63,
1980-8-18,78,71,64,
1980-8-19,80,74,68,
1980-8-20,86,76,66,
1980-8-21,75,72,68,
1980-8-22,75,70,66,
1980-8-23,79,72,64,
1980-8-24,87,76,64,
1980-8-25,86,75,64,
1980-8-26,88,76,64,
1980-8-27,91,78,66,
1980-8-28,90,78,66,
1980-8-29,91,80,70,
1980-8-30,91,80,70,
1980-8-31,90,80,71,
1980-9-1,95,82,70,
1980-9-2,95,84,73,
1980-9-3,86,77,68,
1980-9-4,88,78,69,
1980-9-5,91,82,73,
1980-9-6,90,79,68,
1980-9-7,89,80,69,
1980-9-8,84,73,62,
1980-9-9,89,75,61,
1980-9-10,86,78,66,
1980-9-11,82,68,53,
1980-9-12,87,71,55,
1980-9-13,90,75,60,
1980-9-14,93,78,64,
1980-9-15,84,76,68,
1980-9-16,73,68,63,
1980-9-17,87,78,70,
1980-9-18,82,76,71,
1980-9-19,81,74,68,
1980-9-20,84,74,64,
1980-9-21,91,81,71,
1980-9-22,93,83,73,
1980-9-23,87,80,72,
1980-9-24,70,68,66,
1980-9-25,72,67,62,
1980-9-26,75,68,61,
1980-9-27,71,61,51,
1980-9-28,70,59,48,
1980-9-29,75,62,50,
1980-9-30,68,62,57,
1980-10-1,77,68,60,
1980-10-2,82,72,61,
1980-10-3,64,60,57,
1980-10-4,64,58,52,
1980-10-5,60,54,48,
1980-10-6,66,56,46,
1980-10-7,70,56,42,
1980-10-8,79,62,46,
1980-10-9,86,73,60,
1980-10-10,69,63,57,
1980-10-11,82,68,55,
1980-10-12,62,55,48,
1980-10-13,64,55,46,
1980-10-14,64,50,37,
1980-10-15,79,62,44,
1980-10-16,81,66,50,
1980-10-17,80,66,52,
1980-10-18,79,71,63,
1980-10-19,72,66,60,
1980-10-20,66,60,53,
1980-10-21,73,60,48,
1980-10-22,72,60,48,
1980-10-23,57,50,43,
1980-10-24,60,50,39,
1980-10-25,59,54,48,
1980-10-26,55,48,41,
1980-10-27,55,44,34,
1980-10-28,71,60,50,
1980-10-29,55,52,48,
1980-10-30,57,50,42,
1980-10-31,69,52,34,
1980-11-1,73,60,46,
1980-11-2,57,48,39,
1980-11-3,63,48,34,
1980-11-4,59,54,50,
1980-11-5,59,52,46,
1980-11-6,60,46,33,
1980-11-7,73,57,41,
1980-11-8,79,67,55,
1980-11-9,77,61,45,
1980-11-10,75,60,44,
1980-11-11,52,46,39,
1980-11-12,57,48,39,
1980-11-13,69,52,36,
1980-11-14,73,59,45,
1980-11-15,69,61,51,
1980-11-16,51,45,39,
1980-11-17,39,36,32,
1980-11-18,44,39,34,
1980-11-19,48,40,31,
1980-11-20,46,35,24,
1980-11-21,54,40,25,
1980-11-22,57,44,31,
1980-11-23,48,40,31,
1980-11-24,45,42,39,
1980-11-25,51,44,34,
1980-11-26,46,37,28,
1980-11-27,41,36,33,
1980-11-28,45,40,36,
1980-11-29,45,38,30,
1980-11-30,54,44,35,
1980-12-1,66,54,42,
1980-12-2,64,53,42,
1980-12-3,46,41,36,
1980-12-4,48,36,25,
1980-12-5,43,39,35,
1980-12-6,55,46,36,
1980-12-7,66,54,42,
1980-12-8,73,64,55,
1980-12-9,70,58,54,
1980-12-10,57,47,36,
1980-12-11,39,36,33,
1980-12-12,50,38,26,
1980-12-13,54,48,39,
1980-12-14,52,42,31,
1980-12-15,37,32,28,
1980-12-16,46,39,32,
1980-12-17,41,34,28,
1980-12-18,53,37,21,
1980-12-19,57,42,26,
1980-12-20,28,20,12,
1980-12-21,29,18,7,
1980-12-22,32,19,6,
1980-12-23,37,32,27,
1980-12-24,41,34,28,
1980-12-25,27,19,11,
1980-12-26,27,14,2,
1980-12-27,35,24,14,
1980-12-28,44,37,31,
1980-12-29,55,48,39,
1980-12-30,46,39,32,
1980-12-31,33,28,23,
1981-1-1,37,32,26,
1981-1-2,41,35,29,
1981-1-3,48,38,27,
1981-1-4,30,21,12,
1981-1-5,33,22,12,
1981-1-6,39,25,11,
1981-1-7,41,32,24,
1981-1-8,25,19,12,
1981-1-9,31,20,8,
1981-1-10,32,24,16,
1981-1-11,26,19,12,
1981-1-12,22,12,3,
1981-1-13,27,15,3,
1981-1-14,39,30,22,
1981-1-15,39,33,27,
1981-1-16,42,33,24,
1981-1-17,33,28,22,
1981-1-18,44,30,17,
1981-1-19,57,44,32,
1981-1-20,51,45,39,
1981-1-21,44,39,33,
1981-1-22,55,40,26,
1981-1-23,46,40,33,
1981-1-24,48,40,31,
1981-1-25,52,38,25,
1981-1-26,62,50,39,
1981-1-27,57,51,42,
1981-1-28,50,42,34,
1981-1-29,46,38,29,
1981-1-30,36,29,22,
1981-1-31,41,27,13,
1981-2-1,41,28,17,
1981-2-2,51,40,26,
1981-2-3,27,21,15,
1981-2-4,34,23,12,
1981-2-5,34,24,13,
1981-2-6,48,36,24,
1981-2-7,46,34,23,
1981-2-8,48,39,28,
1981-2-9,42,32,21,
1981-2-10,42,32,26,
1981-2-11,59,44,25,
1981-2-12,30,21,12,
1981-2-13,36,24,13,
1981-2-14,51,36,21,
1981-2-15,54,38,23,
1981-2-16,61,44,28,
1981-2-17,59,54,48,
1981-2-18,70,58,46,
1981-2-19,57,55,53,
1981-2-20,55,52,50,
1981-2-21,64,55,46,
1981-2-22,55,52,50,
1981-2-23,55,52,48,
1981-2-24,54,44,35,
1981-2-25,55,44,33,
1981-2-26,55,46,36,
1981-2-27,62,48,35,
1981-2-28,73,55,37,
1981-3-1,60,52,42,
1981-3-2,51,44,37,
1981-3-3,46,39,32,
1981-3-4,43,34,26,
1981-3-5,41,39,37,
1981-3-6,46,41,36,
1981-3-7,45,38,30,
1981-3-8,48,40,32,
1981-3-9,50,42,35,
1981-3-10,52,42,31,
1981-3-11,53,42,32,
1981-3-12,55,45,35,
1981-3-13,66,54,41,
1981-3-14,50,42,35,
1981-3-15,64,50,36,
1981-3-16,54,43,31,
1981-3-17,54,42,31,
1981-3-18,42,34,27,
1981-3-19,39,33,27,
1981-3-20,46,36,26,
1981-3-21,51,42,32,
1981-3-22,46,36,27,
1981-3-23,48,42,36,
1981-3-24,57,44,31,
1981-3-25,57,46,34,
1981-3-26,63,48,32,
1981-3-27,64,55,45,
1981-3-28,64,50,35,
1981-3-29,75,60,44,
1981-3-30,64,60,55,
1981-3-31,79,67,55,
1981-4-1,66,59,52,
1981-4-2,75,66,53,
1981-4-3,82,62,42,
1981-4-4,77,68,59,
1981-4-5,70,62,54,
1981-4-6,54,48,41,
1981-4-7,63,46,30,
1981-4-8,75,59,43,
1981-4-9,64,60,57,
1981-4-10,69,58,46,
1981-4-11,82,68,55,
1981-4-12,80,66,52,
1981-4-13,51,47,43,
1981-4-14,69,58,46,
1981-4-15,62,54,45,
1981-4-16,71,52,33,
1981-4-17,64,59,54,
1981-4-18,82,70,57,
1981-4-19,72,60,48,
1981-4-20,63,56,46,
1981-4-21,57,47,37,
1981-4-22,70,54,39,
1981-4-23,78,69,60,
1981-4-24,66,58,50,
1981-4-25,59,54,48,
1981-4-26,71,54,37,
1981-4-27,75,63,51,
1981-4-28,88,71,54,
1981-4-29,80,72,64,
1981-4-30,68,61,53,
1981-5-1,64,57,50,
1981-5-2,63,54,46,
1981-5-3,70,56,43,
1981-5-4,79,61,43,
1981-5-5,75,62,50,
1981-5-6,69,63,54,
1981-5-7,64,54,44,
1981-5-8,66,52,37,
1981-5-9,69,54,39,
1981-5-10,62,58,55,
1981-5-11,73,66,60,
1981-5-12,69,63,54,
1981-5-13,73,58,43,
1981-5-14,82,68,53,
1981-5-15,73,67,61,
1981-5-16,71,62,54,
1981-5-17,78,64,51,
1981-5-18,60,56,51,
1981-5-19,53,52,50,
1981-5-20,66,58,50,
1981-5-21,78,60,42,
1981-5-22,84,70,57,
1981-5-23,81,70,60,
1981-5-24,84,70,57,
1981-5-25,90,76,61,
1981-5-26,88,76,64,
1981-5-27,80,74,68,
1981-5-28,77,72,66,
1981-5-29,81,72,64,
1981-5-30,87,75,63,
1981-5-31,81,75,69,
1981-6-1,71,66,61,
1981-6-2,70,66,61,
1981-6-3,84,75,66,
1981-6-4,84,77,70,
1981-6-5,87,76,66,
1981-6-6,81,76,70,
1981-6-7,84,75,66,
1981-6-8,86,77,68,
1981-6-9,95,85,75,
1981-6-10,90,79,68,
1981-6-11,82,77,69,
1981-6-12,84,75,66,
1981-6-13,90,81,72,
1981-6-14,90,82,75,
1981-6-15,93,83,73,
1981-6-16,93,83,73,
1981-6-17,87,80,71,
1981-6-18,82,72,61,
1981-6-19,89,81,73,
1981-6-20,82,77,72,
1981-6-21,91,80,68,
1981-6-22,95,82,70,
1981-6-23,86,78,70,
1981-6-24,89,74,60,
1981-6-25,96,84,72,
1981-6-26,82,74,64,
1981-6-27,80,67,54,
1981-6-28,84,70,55,
1981-6-29,87,71,55,
1981-6-30,84,76,68,
1981-7-1,78,72,66,
1981-7-2,75,70,66,
1981-7-3,78,74,70,
1981-7-4,84,76,68,
1981-7-5,84,75,66,
1981-7-6,82,76,71,
1981-7-7,90,80,70,
1981-7-8,91,82,72,
1981-7-9,93,85,77,
1981-7-10,91,83,75,
1981-7-11,89,80,70,
1981-7-12,88,77,66,
1981-7-13,87,80,73,
1981-7-14,93,84,75,
1981-7-15,84,75,66,
1981-7-16,75,72,69,
1981-7-17,84,76,69,
1981-7-18,88,76,64,
1981-7-19,91,80,70,
1981-7-20,93,86,78,
1981-7-21,91,83,75,
1981-7-22,86,78,71,
1981-7-23,82,74,66,
1981-7-24,72,69,66,
1981-7-25,80,74,69,
1981-7-26,89,81,73,
1981-7-27,91,83,75,
1981-7-28,86,80,73,
1981-7-29,87,80,70,
1981-7-30,81,69,57,
1981-7-31,84,70,57,
1981-8-1,82,72,63,
1981-8-2,84,74,63,
1981-8-3,86,79,72,
1981-8-4,90,82,73,
1981-8-5,93,86,78,
1981-8-6,73,72,70,
1981-8-7,82,78,73,
1981-8-8,84,78,72,
1981-8-9,88,80,73,
1981-8-10,86,78,70,
1981-8-11,88,80,71,
1981-8-12,81,76,72,
1981-8-13,84,74,64,
1981-8-14,84,74,64,
1981-8-15,89,80,70,
1981-8-16,89,82,73,
1981-8-17,78,71,61,
1981-8-18,78,68,57,
1981-8-19,79,70,61,
1981-8-20,80,73,66,
1981-8-21,80,72,63,
1981-8-22,73,68,62,
1981-8-23,82,68,55,
1981-8-24,87,76,64,
1981-8-25,82,73,64,
1981-8-26,82,70,59,
1981-8-27,84,74,63,
1981-8-28,88,78,68,
1981-8-29,80,72,63,
1981-8-30,79,75,70,
1981-8-31,86,78,69,
1981-9-1,84,77,70,
1981-9-2,82,78,73,
1981-9-3,77,74,70,
1981-9-4,70,69,66,
1981-9-5,77,72,66,
1981-9-6,79,74,69,
1981-9-7,79,74,69,
1981-9-8,75,70,64,
1981-9-9,77,67,57,
1981-9-10,79,66,52,
1981-9-11,86,74,61,
1981-9-12,88,75,62,
1981-9-13,87,76,64,
1981-9-14,89,78,66,
1981-9-15,81,76,69,
1981-9-16,73,70,66,
1981-9-17,72,68,64,
1981-9-18,73,65,57,
1981-9-19,70,60,51,
1981-9-20,78,68,57,
1981-9-21,78,66,54,
1981-9-22,84,72,59,
1981-9-23,69,62,54,
1981-9-24,75,64,52,
1981-9-25,77,62,46,
1981-9-26,80,67,54,
1981-9-27,87,75,63,
1981-9-28,78,68,57,
1981-9-29,73,60,46,
1981-9-30,72,64,57,
1981-10-1,87,70,52,
1981-10-2,63,57,51,
1981-10-3,66,57,48,
1981-10-4,70,54,39,
1981-10-5,84,70,57,
1981-10-6,86,73,60,
1981-10-7,69,61,53,
1981-10-8,70,60,50,
1981-10-9,66,52,39,
1981-10-10,60,52,45,
1981-10-11,59,56,53,
1981-10-12,62,58,54,
1981-10-13,63,54,44,
1981-10-14,66,52,39,
1981-10-15,72,58,43,
1981-10-16,78,68,57,
1981-10-17,64,53,42,
1981-10-18,69,61,53,
1981-10-19,64,55,43,
1981-10-20,68,50,32,
1981-10-21,75,58,42,
1981-10-22,75,62,48,
1981-10-23,64,55,46,
1981-10-24,51,44,37,
1981-10-25,52,48,44,
1981-10-26,59,56,54,
1981-10-27,73,65,57,
1981-10-28,75,65,52,
1981-10-29,60,54,48,
1981-10-30,57,54,51,
1981-10-31,57,54,50,
1981-11-1,66,59,52,
1981-11-2,75,62,48,
1981-11-3,72,62,52,
1981-11-4,73,62,52,
1981-11-5,75,64,53,
1981-11-6,66,58,48,
1981-11-7,60,54,48,
1981-11-8,69,56,44,
1981-11-9,66,52,39,
1981-11-10,51,48,43,
1981-11-11,63,50,36,
1981-11-12,55,44,34,
1981-11-13,57,46,34,
1981-11-14,60,50,41,
1981-11-15,71,62,53,
1981-11-16,69,58,44,
1981-11-17,62,56,51,
1981-11-18,64,56,46,
1981-11-19,68,54,39,
1981-11-20,70,58,46,
1981-11-21,48,44,39,
1981-11-22,46,40,35,
1981-11-23,48,36,24,
1981-11-24,39,38,36,
1981-11-25,46,40,34,
1981-11-26,54,40,27,
1981-11-27,63,56,50,
1981-11-28,52,44,36,
1981-11-29,48,40,33,
1981-11-30,43,38,34,
1981-12-1,35,34,34,
1981-12-2,,,,
1981-12-3,50,44,37,
1981-12-4,51,42,34,
1981-12-5,45,40,35,
1981-12-6,35,,35,
1981-12-7,,,,
1981-12-8,51,44,36,
1981-12-9,36,32,27,
1981-12-10,35,30,25,
1981-12-11,39,32,25,
1981-12-12,39,34,29,
1981-12-13,39,28,18,
1981-12-14,33,30,26,
1981-12-15,33,32,31,
1981-12-16,34,32,27,
1981-12-17,33,28,23,
1981-12-18,34,28,21,
1981-12-19,28,23,17,
1981-12-20,28,24,15,
1981-12-21,31,18,5,
1981-12-22,39,36,32,
1981-12-23,59,49,39,
1981-12-24,46,38,29,
1981-12-25,36,34,32,
1981-12-26,35,30,25,
1981-12-27,42,36,28,
1981-12-28,46,36,27,
1981-12-29,44,37,30,
1981-12-30,39,28,18,
1981-12-31,33,26,20,
1982-1-1,51,44,35,
1982-1-2,39,32,26,
1982-1-3,33,30,28,
1982-1-4,50,42,34,
1982-1-5,46,40,32,
1982-1-6,48,42,37,
1982-1-7,64,50,37,
1982-1-8,39,33,27,
1982-1-9,37,26,16,
1982-1-10,5,2,-1,
1982-1-11,16,8,0,
1982-1-12,27,18,9,
1982-1-13,25,22,20,
1982-1-14,27,24,20,
1982-1-15,29,22,15,
1982-1-16,41,30,19,
1982-1-17,10,2,-5,
1982-1-18,30,18,6,
1982-1-19,21,20,19,
1982-1-20,43,31,19,
1982-1-21,31,28,26,
1982-1-22,25,24,20,
1982-1-23,33,28,22,
1982-1-24,32,30,22,
1982-1-25,31,26,20,
1982-1-26,26,19,12,
1982-1-27,28,14,1,
1982-1-28,45,33,21,
1982-1-29,46,36,27,
1982-1-30,48,40,33,
1982-1-31,55,46,39,
1982-2-1,45,38,30,
1982-2-2,35,30,24,
1982-2-3,45,39,33,
1982-2-4,48,42,36,
1982-2-5,39,36,33,
1982-2-6,46,38,28,
1982-2-7,41,30,19,
1982-2-8,51,38,25,
1982-2-9,45,39,33,
1982-2-10,39,33,27,
1982-2-11,43,33,23,
1982-2-12,39,31,23,
1982-2-13,41,35,29,
1982-2-14,52,40,27,
1982-2-15,64,48,31,
1982-2-16,55,52,48,
1982-2-17,39,34,30,
1982-2-18,31,30,28,
1982-2-19,48,40,32,
1982-2-20,50,42,34,
1982-2-21,54,46,39,
1982-2-22,46,42,37,
1982-2-23,63,48,34,
1982-2-24,54,46,39,
1982-2-25,39,34,28,
1982-2-26,35,25,15,
1982-2-27,30,28,27,
1982-2-28,43,36,28,
1982-3-1,46,34,23,
1982-3-2,54,45,36,
1982-3-3,36,33,30,
1982-3-4,34,32,30,
1982-3-5,63,48,34,
1982-3-6,37,35,33,
1982-3-7,37,35,33,
1982-3-8,41,34,27,
1982-3-9,,,,
1982-3-10,,,,
1982-3-11,64,56,48,
1982-3-12,69,56,42,
1982-3-13,66,56,45,
1982-3-14,60,53,46,
1982-3-15,37,36,35,
1982-3-16,37,36,35,
1982-3-17,75,56,37,
1982-3-18,55,48,42,
1982-3-19,57,49,41,
1982-3-20,43,41,39,
1982-3-21,64,53,42,
1982-3-22,54,46,39,
1982-3-23,52,43,34,
1982-3-24,60,46,31,
1982-3-25,66,50,35,
1982-3-26,44,40,32,
1982-3-27,37,32,27,
1982-3-28,46,36,25,
1982-3-29,57,40,23,
1982-3-30,64,50,35,
1982-3-31,66,60,54,
1982-4-1,69,60,50,
1982-4-2,70,59,48,
1982-4-3,71,57,43,
1982-4-4,59,52,44,
1982-4-5,53,42,32,
1982-4-6,45,37,28,
1982-4-7,43,32,22,
1982-4-8,46,38,31,
1982-4-9,48,40,31,
1982-4-10,53,42,31,
1982-4-11,55,44,34,
1982-4-12,64,47,30,
1982-4-13,73,59,45,
1982-4-14,64,54,43,
1982-4-15,62,52,43,
1982-4-16,70,59,48,
1982-4-17,70,65,59,
1982-4-18,68,58,48,
1982-4-19,70,53,36,
1982-4-20,54,51,48,
1982-4-21,66,60,48,
1982-4-22,60,48,36,
1982-4-23,63,50,37,
1982-4-24,71,53,35,
1982-4-25,73,57,41,
1982-4-26,62,57,52,
1982-4-27,57,55,53,
1982-4-28,62,54,46,
1982-4-29,60,48,35,
1982-4-30,66,52,39,
1982-5-1,73,58,42,
1982-5-2,71,58,46,
1982-5-3,75,60,46,
1982-5-4,70,56,43,
1982-5-5,73,58,43,
1982-5-6,75,59,43,
1982-5-7,81,68,55,
1982-5-8,70,64,54,
1982-5-9,73,63,53,
1982-5-10,73,62,51,
1982-5-11,75,60,45,
1982-5-12,82,67,52,
