P,S,T,
M,a,x, ,T,e,m,p,e,r,a,t,u,r,e,F,
M,e,a,n, ,T,e,m,p,e,r,a,t,u,r,e,F,
M,i,n, ,T,e,m,p,e,r,a,t,u,r,e,F,
8,7,V,A,
1958-9-23,82,71,60,
1958-9-24,79,68,57,
1958-9-25,75,66,58,
1958-9-26,86,77,68,
1958-9-27,91,80,69,
1958-9-28,83,68,53,
1958-9-29,69,58,46,
1958-9-30,69,60,50,
1958-10-1,69,62,56,
1958-10-2,57,51,45,
1958-10-3,56,52,48,
1958-10-4,52,50,49,
1958-10-5,70,60,49,
1958-10-6,78,57,36,
1958-10-7,58,48,38,
1958-10-8,67,57,47,
1958-10-9,74,64,53,
1958-10-10,83,72,62,
1958-10-11,87,66,45,
1958-10-12,70,58,45,
1958-10-13,67,54,41,
1958-10-14,72,60,48,
1958-10-15,70,60,51,
1958-10-16,84,73,62,
1958-10-17,84,73,62,
1958-10-18,82,70,58,
1958-10-19,66,56,45,
1958-10-20,63,52,42,
1958-10-21,67,57,47,
1958-10-22,54,50,45,
1958-10-23,58,56,53,
1958-10-24,68,60,53,
1958-10-25,76,63,50,
1958-10-26,63,54,45,
1958-10-27,62,53,44,
1958-10-28,57,51,45,
1958-10-29,59,52,46,
1958-10-30,61,52,43,
1958-10-31,68,58,47,
1958-11-1,73,56,40,
1958-11-2,63,52,42,
1958-11-3,46,43,40,
1958-11-4,62,53,44,
1958-11-5,62,54,47,
1958-11-6,71,60,50,
1958-11-7,70,56,41,
1958-11-8,54,44,35,
1958-11-9,61,52,44,
1958-11-10,59,50,42,
1958-11-11,58,48,39,
1958-11-12,60,52,45,
1958-11-13,68,59,50,
1958-11-14,77,62,48,
1958-11-15,78,67,56,
1958-11-16,68,63,58,
1958-11-17,78,66,54,
1958-11-18,60,57,54,
1958-11-19,73,65,57,
1958-11-20,64,53,42,
1958-11-21,65,56,47,
1958-11-22,58,48,38,
1958-11-23,62,48,34,
1958-11-24,59,50,41,
1958-11-25,74,54,34,
1958-11-26,49,42,35,
1958-11-27,56,44,31,
1958-11-28,44,36,28,
1958-11-29,45,36,27,
1958-11-30,43,29,15,
1958-12-1,29,22,16,
1958-12-2,44,36,27,
1958-12-3,51,40,30,
1958-12-4,39,34,30,
1958-12-5,53,44,35,
1958-12-6,55,43,31,
1958-12-7,37,26,16,
1958-12-8,33,27,21,
1958-12-9,36,30,24,
1958-12-10,40,30,21,
1958-12-11,35,24,14,
1958-12-12,20,18,15,
1958-12-13,33,26,19,
1958-12-14,31,24,17,
1958-12-15,26,22,17,
1958-12-16,29,22,16,
1958-12-17,38,30,21,
1958-12-18,50,38,27,
1958-12-19,43,36,28,
1958-12-20,58,45,32,
1958-12-21,41,32,22,
1958-12-22,37,30,22,
1958-12-23,51,38,25,
1958-12-24,62,53,44,
1958-12-25,50,37,24,
1958-12-26,35,22,9,
1958-12-27,37,28,18,
1958-12-28,45,34,23,
1958-12-29,43,38,34,
1958-12-30,50,46,42,
1958-12-31,58,44,29,
1959-1-1,39,34,29,
1959-1-2,43,36,28,
1959-1-3,54,44,34,
1959-1-4,48,39,30,
1959-1-5,51,30,9,
1959-1-6,20,12,5,
1959-1-7,31,20,10,
1959-1-8,46,36,26,
1959-1-9,34,27,20,
1959-1-10,33,26,19,
1959-1-11,36,28,21,
1959-1-12,44,36,28,
1959-1-13,49,40,32,
1959-1-14,60,44,27,
1959-1-15,50,42,33,
1959-1-16,67,50,32,
1959-1-17,33,21,9,
1959-1-18,24,17,10,
1959-1-19,27,20,13,
1959-1-20,40,30,20,
1959-1-21,55,46,36,
1959-1-22,66,51,36,
1959-1-23,39,31,23,
1959-1-24,39,32,25,
1959-1-25,50,40,30,
1959-1-26,63,52,41,
1959-1-27,45,37,29,
1959-1-28,33,31,29,
1959-1-29,42,36,29,
1959-1-30,51,44,37,
1959-1-31,64,50,37,
1959-2-1,50,37,24,
1959-2-2,35,25,15,
1959-2-3,31,24,17,
1959-2-4,37,30,22,
1959-2-5,41,38,34,
1959-2-6,56,44,33,
1959-2-7,43,34,25,
1959-2-8,53,42,32,
1959-2-9,63,48,33,
1959-2-10,51,40,30,
1959-2-11,71,55,39,
1959-2-12,52,37,22,
1959-2-13,45,36,28,
1959-2-14,57,47,37,
1959-2-15,60,53,46,
1959-2-16,49,38,26,
1959-2-17,48,40,33,
1959-2-18,62,50,39,
1959-2-19,48,34,20,
1959-2-20,31,23,15,
1959-2-21,31,24,17,
1959-2-22,52,40,27,
1959-2-23,55,44,34,
1959-2-24,64,50,36,
1959-2-25,50,37,24,
1959-2-26,49,39,29,
1959-2-27,60,46,32,
1959-2-28,59,48,37,
1959-3-1,62,48,33,
1959-3-2,57,45,33,
1959-3-3,50,40,31,
1959-3-4,61,46,31,
1959-3-5,58,44,30,
1959-3-6,52,44,36,
1959-3-7,65,50,35,
1959-3-8,49,38,28,
1959-3-9,54,44,34,
1959-3-10,60,49,38,
1959-3-11,50,42,33,
1959-3-12,43,38,33,
1959-3-13,47,38,30,
1959-3-14,50,41,32,
1959-3-15,73,58,43,
1959-3-16,64,50,36,
1959-3-17,56,44,32,
1959-3-18,55,40,25,
1959-3-19,45,36,27,
1959-3-20,70,55,40,
1959-3-21,72,60,47,
1959-3-22,71,50,29,
1959-3-23,48,36,25,
1959-3-24,61,50,38,
1959-3-25,77,60,44,
1959-3-26,83,66,49,
1959-3-27,67,58,49,
1959-3-28,69,49,29,
1959-3-29,46,36,26,
1959-3-30,51,43,35,
1959-3-31,56,46,37,
1959-4-1,65,53,41,
1959-4-2,83,68,52,
1959-4-3,64,52,39,
1959-4-4,74,57,40,
1959-4-5,57,44,30,
1959-4-6,74,62,49,
1959-4-7,67,56,45,
1959-4-8,76,64,51,
1959-4-9,90,76,61,
1959-4-10,92,76,59,
1959-4-11,75,66,58,
1959-4-12,60,48,37,
1959-4-13,37,34,30,
1959-4-14,42,36,31,
1959-4-15,60,51,42,
1959-4-16,71,57,43,
1959-4-17,77,67,57,
1959-4-18,82,69,56,
1959-4-19,83,70,57,
1959-4-20,70,64,58,
1959-4-21,78,62,45,
1959-4-22,53,48,44,
1959-4-23,61,50,40,
1959-4-24,60,52,43,
1959-4-25,73,62,51,
1959-4-26,82,68,55,
1959-4-27,83,72,61,
1959-4-28,78,63,48,
1959-4-29,61,53,45,
1959-4-30,74,62,51,
1959-5-1,83,68,52,
1959-5-2,76,64,52,
1959-5-3,87,73,59,
1959-5-4,91,75,59,
1959-5-5,77,64,51,
1959-5-6,81,67,53,
1959-5-7,85,74,64,
1959-5-8,91,74,58,
1959-5-9,76,62,49,
1959-5-10,72,64,55,
1959-5-11,74,66,58,
1959-5-12,86,74,62,
1959-5-13,90,76,62,
1959-5-14,72,64,56,
1959-5-15,66,54,41,
1959-5-16,63,52,42,
1959-5-17,68,58,48,
1959-5-18,72,63,54,
1959-5-19,68,61,54,
1959-5-20,83,74,65,
1959-5-21,83,74,66,
1959-5-22,83,74,66,
1959-5-23,85,76,68,
1959-5-24,87,76,66,
1959-5-25,77,65,53,
1959-5-26,75,64,54,
1959-5-27,76,69,62,
1959-5-28,85,75,65,
1959-5-29,89,77,65,
1959-5-30,87,78,69,
1959-5-31,90,81,72,
1959-6-1,78,69,60,
1959-6-2,70,69,68,
1959-6-3,72,67,62,
1959-6-4,77,68,60,
1959-6-5,80,70,60,
1959-6-6,82,72,61,
1959-6-7,85,75,65,
1959-6-8,87,77,67,
1959-6-9,90,79,68,
1959-6-10,92,81,70,
1959-6-11,90,79,68,
1959-6-12,92,80,69,
1959-6-13,88,76,65,
1959-6-14,88,70,53,
1959-6-15,74,64,54,
1959-6-16,79,68,58,
1959-6-17,80,66,51,
1959-6-18,69,60,50,
1959-6-19,71,62,53,
1959-6-20,80,70,61,
1959-6-21,86,74,62,
1959-6-22,89,77,65,
1959-6-23,94,82,69,
1959-6-24,78,72,66,
1959-6-25,83,76,68,
1959-6-26,90,82,73,
1959-6-27,92,84,75,
1959-6-28,93,83,73,
1959-6-29,96,86,76,
1959-6-30,97,88,78,
1959-7-1,99,86,72,
1959-7-2,95,82,70,
1959-7-3,89,76,62,
1959-7-4,83,72,60,
1959-7-5,85,73,61,
1959-7-6,85,75,65,
1959-7-7,82,73,64,
1959-7-8,86,72,59,
1959-7-9,89,76,63,
1959-7-10,89,79,69,
1959-7-11,83,76,68,
1959-7-12,80,74,68,
1959-7-13,81,74,68,
1959-7-14,82,74,66,
1959-7-15,86,76,66,
1959-7-16,76,72,67,
1959-7-17,83,74,66,
1959-7-18,85,76,67,
1959-7-19,83,76,70,
1959-7-20,88,80,71,
1959-7-21,85,76,67,
1959-7-22,82,76,70,
1959-7-23,86,78,71,
1959-7-24,90,80,69,
1959-7-25,91,80,69,
1959-7-26,85,78,70,
1959-7-27,86,77,68,
1959-7-28,86,77,68,
1959-7-29,87,80,73,
1959-7-30,90,80,70,
1959-7-31,90,80,70,
1959-8-1,86,79,72,
1959-8-2,87,76,65,
1959-8-3,80,69,58,
1959-8-4,82,74,66,
1959-8-5,81,74,68,
1959-8-6,88,78,67,
1959-8-7,84,76,68,
1959-8-8,82,75,68,
1959-8-9,84,76,67,
1959-8-10,85,76,66,
1959-8-11,85,76,66,
1959-8-12,84,75,66,
1959-8-13,87,78,68,
1959-8-14,90,80,69,
1959-8-15,90,80,70,
1959-8-16,91,80,70,
1959-8-17,92,80,69,
1959-8-18,91,82,72,
1959-8-19,93,83,73,
1959-8-20,90,80,69,
1959-8-21,92,82,72,
1959-8-22,96,86,77,
1959-8-23,95,84,74,
1959-8-24,88,80,71,
1959-8-25,90,79,68,
1959-8-26,91,80,70,
1959-8-27,93,84,74,
1959-8-28,88,78,68,
1959-8-29,91,82,72,
1959-8-30,78,74,69,
1959-8-31,77,73,69,
1959-9-1,75,72,68,
1959-9-2,84,78,71,
1959-9-3,87,79,71,
1959-9-4,88,78,68,
1959-9-5,87,76,65,
1959-9-6,85,77,69,
1959-9-7,75,72,68,
1959-9-8,83,75,67,
1959-9-9,87,77,67,
1959-9-10,87,76,66,
1959-9-11,86,73,60,
1959-9-12,74,63,52,
1959-9-13,73,63,53,
1959-9-14,76,66,55,
1959-9-15,76,66,56,
1959-9-16,80,68,57,
1959-9-17,71,59,47,
1959-9-18,59,54,49,
1959-9-19,70,58,46,
1959-9-20,70,59,48,
1959-9-21,75,64,54,
1959-9-22,81,71,61,
1959-9-23,85,75,65,
1959-9-24,88,77,66,
1959-9-25,88,76,64,
1959-9-26,86,74,61,
1959-9-27,81,73,65,
1959-9-28,83,74,64,
1959-9-29,87,77,67,
1959-9-30,80,74,69,
1959-10-1,75,70,66,
1959-10-2,80,71,62,
1959-10-3,78,69,60,
1959-10-4,76,69,62,
1959-10-5,89,77,65,
1959-10-6,88,76,64,
1959-10-7,85,76,68,
1959-10-8,80,72,64,
1959-10-9,79,73,67,
1959-10-10,79,72,64,
1959-10-11,77,71,65,
1959-10-12,82,66,51,
1959-10-13,70,60,49,
1959-10-14,65,56,47,
1959-10-15,50,48,45,
1959-10-16,60,50,41,
1959-10-17,65,56,46,
1959-10-18,72,59,46,
1959-10-19,65,52,39,
1959-10-20,61,50,40,
1959-10-21,71,58,46,
1959-10-22,55,50,45,
1959-10-23,53,50,46,
1959-10-24,64,58,52,
1959-10-25,63,52,42,
1959-10-26,59,50,40,
1959-10-27,58,52,45,
1959-10-28,59,49,39,
1959-10-29,59,48,37,
1959-10-30,56,49,42,
1959-10-31,53,48,43,
1959-11-1,66,58,50,
1959-11-2,68,58,47,
1959-11-3,62,46,31,
1959-11-4,56,46,36,
1959-11-5,68,60,53,
1959-11-6,72,68,63,
1959-11-7,71,53,35,
1959-11-8,42,34,27,
1959-11-9,50,40,31,
1959-11-10,54,46,37,
1959-11-11,60,48,37,
1959-11-12,58,50,42,
1959-11-13,63,50,38,
1959-11-14,59,50,42,
1959-11-15,65,53,41,
1959-11-16,48,42,36,
1959-11-17,50,46,41,
1959-11-18,57,38,20,
1959-11-19,40,31,22,
1959-11-20,57,43,29,
1959-11-21,49,42,34,
1959-11-22,44,41,38,
1959-11-23,61,49,37,
1959-11-24,48,44,41,
1959-11-25,48,42,36,
1959-11-26,45,37,29,
1959-11-27,52,43,34,
1959-11-28,64,54,45,
1959-11-29,48,40,31,
1959-11-30,38,31,24,
1959-12-1,46,36,27,
1959-12-2,52,42,31,
1959-12-3,53,42,32,
1959-12-4,55,46,37,
1959-12-5,59,48,37,
1959-12-6,51,44,38,
1959-12-7,44,38,32,
1959-12-8,40,34,27,
1959-12-9,51,42,33,
1959-12-10,58,48,37,
1959-12-11,55,44,33,
1959-12-12,55,46,37,
1959-12-13,52,47,42,
1959-12-14,50,41,32,
1959-12-15,50,40,31,
1959-12-16,55,44,34,
1959-12-17,66,60,54,
1959-12-18,58,51,44,
1959-12-19,46,40,33,
1959-12-20,42,34,25,
1959-12-21,37,32,27,
1959-12-22,37,32,26,
1959-12-23,35,26,18,
1959-12-24,29,23,17,
1959-12-25,31,26,20,
1959-12-26,42,36,31,
1959-12-27,54,44,35,
1959-12-28,64,57,50,
1959-12-29,57,50,44,
1959-12-30,51,42,34,
1959-12-31,46,38,30,
1960-1-1,40,33,26,
1960-1-2,39,32,25,
1960-1-3,50,39,28,
1960-1-4,54,42,30,
1960-1-5,46,40,33,
1960-1-6,44,37,30,
1960-1-7,40,36,31,
1960-1-8,39,34,29,
1960-1-9,51,42,34,
1960-1-10,53,44,36,
1960-1-11,66,54,43,
1960-1-12,51,42,32,
1960-1-13,50,42,33,
1960-1-14,75,56,38,
1960-1-15,45,42,39,
1960-1-16,62,48,33,
1960-1-17,50,40,30,
1960-1-18,44,38,33,
1960-1-19,38,35,32,
1960-1-20,42,33,24,
1960-1-21,38,28,19,
1960-1-22,35,25,15,
1960-1-23,32,26,19,
1960-1-24,35,28,22,
1960-1-25,36,28,21,
1960-1-26,43,34,26,
1960-1-27,58,46,33,
1960-1-28,52,44,35,
1960-1-29,51,44,37,
1960-1-30,44,40,36,
1960-1-31,40,36,31,
1960-2-1,39,34,30,
1960-2-2,48,38,28,
1960-2-3,46,33,20,
1960-2-4,45,34,23,
1960-2-5,50,40,30,
1960-2-6,42,38,35,
1960-2-7,60,46,33,
1960-2-8,44,36,27,
1960-2-9,43,38,32,
1960-2-10,55,48,41,
1960-2-11,64,57,50,
1960-2-12,62,46,31,
1960-2-13,48,36,25,
1960-2-14,25,23,21,
1960-2-15,33,26,19,
1960-2-16,39,30,22,
1960-2-17,46,38,29,
1960-2-18,55,44,33,
1960-2-19,39,34,28,
1960-2-20,39,31,23,
1960-2-21,42,34,26,
1960-2-22,37,32,28,
1960-2-23,45,35,25,
1960-2-24,44,34,23,
1960-2-25,42,36,29,
1960-2-26,42,36,29,
1960-2-27,45,36,26,
1960-2-28,43,36,30,
1960-2-29,48,40,33,
1960-3-1,45,31,17,
1960-3-2,34,26,19,
1960-3-3,31,26,21,
1960-3-4,32,24,16,
1960-3-5,31,22,14,
1960-3-6,30,22,15,
1960-3-7,35,26,17,
1960-3-8,29,22,14,
1960-3-9,32,24,16,
1960-3-10,26,22,18,
1960-3-11,34,24,15,
1960-3-12,38,29,20,
1960-3-13,37,28,18,
1960-3-14,39,30,21,
1960-3-15,42,32,23,
1960-3-16,41,32,23,
1960-3-17,34,28,23,
1960-3-18,49,40,32,
1960-3-19,48,38,28,
1960-3-20,47,39,31,
1960-3-21,43,34,26,
1960-3-22,40,32,23,
1960-3-23,44,33,22,
1960-3-24,44,36,29,
1960-3-25,56,38,21,
1960-3-26,40,34,27,
1960-3-27,53,42,32,
1960-3-28,70,57,44,
1960-3-29,78,64,49,
1960-3-30,76,66,57,
1960-3-31,63,58,52,
1960-4-1,66,55,44,
1960-4-2,71,59,47,
1960-4-3,68,55,42,
1960-4-4,62,52,42,
1960-4-5,75,59,43,
1960-4-6,58,46,34,
1960-4-7,57,48,40,
1960-4-8,69,56,44,
1960-4-9,68,52,37,
1960-4-10,57,44,31,
1960-4-11,50,40,30,
1960-4-12,64,54,43,
1960-4-13,82,62,41,
1960-4-14,82,70,57,
1960-4-15,90,75,60,
1960-4-16,85,71,57,
1960-4-17,86,72,59,
1960-4-18,87,70,53,
1960-4-19,66,52,38,
1960-4-20,64,53,42,
1960-4-21,72,60,47,
1960-4-22,81,68,56,
1960-4-23,84,76,69,
1960-4-24,95,82,70,
1960-4-25,92,81,70,
1960-4-26,92,81,70,
1960-4-27,93,76,59,
1960-4-28,73,61,49,
1960-4-29,66,55,44,
1960-4-30,73,62,50,
1960-5-1,70,62,55,
1960-5-2,71,56,41,
1960-5-3,66,54,42,
1960-5-4,70,56,42,
1960-5-5,73,62,50,
1960-5-6,77,63,49,
1960-5-7,78,66,53,
1960-5-8,73,65,57,
1960-5-9,63,54,45,
1960-5-10,59,50,41,
1960-5-11,69,58,48,
1960-5-12,57,50,43,
1960-5-13,55,49,43,
1960-5-14,63,53,43,
1960-5-15,65,57,49,
1960-5-16,80,72,65,
1960-5-17,88,76,63,
1960-5-18,86,74,63,
1960-5-19,78,67,56,
1960-5-20,77,68,59,
1960-5-21,85,77,69,
1960-5-22,90,76,61,
1960-5-23,84,72,60,
1960-5-24,72,64,56,
1960-5-25,85,72,60,
1960-5-26,82,70,57,
1960-5-27,77,68,60,
1960-5-28,66,62,57,
1960-5-29,65,60,56,
1960-5-30,65,61,57,
1960-5-31,79,70,62,
1960-6-1,81,72,62,
1960-6-2,82,70,59,
1960-6-3,85,74,62,
1960-6-4,83,75,67,
1960-6-5,81,72,64,
1960-6-6,86,76,67,
1960-6-7,84,73,62,
1960-6-8,77,68,59,
1960-6-9,76,65,54,
1960-6-10,77,65,53,
1960-6-11,76,66,55,
1960-6-12,85,78,70,
1960-6-13,87,78,68,
1960-6-14,85,76,67,
1960-6-15,84,74,64,
1960-6-16,81,71,61,
1960-6-17,85,76,67,
1960-6-18,87,76,66,
1960-6-19,84,72,59,
1960-6-20,81,73,65,
1960-6-21,87,75,63,
1960-6-22,80,70,60,
1960-6-23,77,70,64,
1960-6-24,86,78,70,
1960-6-25,92,78,65,
1960-6-26,81,71,61,
1960-6-27,85,72,59,
1960-6-28,85,73,61,
1960-6-29,85,74,63,
1960-6-30,89,78,68,
1960-7-1,87,76,65,
1960-7-2,80,72,65,
1960-7-3,85,76,68,
1960-7-4,88,78,68,
1960-7-5,85,74,64,
1960-7-6,84,74,63,
1960-7-7,83,74,64,
1960-7-8,83,72,62,
1960-7-9,83,74,64,
1960-7-10,89,78,66,
1960-7-11,78,72,66,
1960-7-12,86,74,62,
1960-7-13,86,76,66,
1960-7-14,91,80,69,
1960-7-15,86,72,58,
1960-7-16,84,72,60,
1960-7-17,86,75,64,
1960-7-18,91,78,66,
1960-7-19,89,78,68,
1960-7-20,82,75,68,
1960-7-21,90,76,63,
1960-7-22,86,74,63,
1960-7-23,91,81,71,
1960-7-24,98,84,70,
1960-7-25,91,79,67,
1960-7-26,85,76,68,
1960-7-27,84,78,71,
1960-7-28,80,72,65,
1960-7-29,85,76,68,
1960-7-30,76,69,62,
1960-7-31,86,78,71,
1960-8-1,88,76,64,
1960-8-2,85,76,68,
1960-8-3,92,82,73,
1960-8-4,94,84,74,
1960-8-5,92,80,67,
1960-8-6,90,80,71,
1960-8-7,89,78,68,
1960-8-8,86,76,67,
1960-8-9,92,82,73,
1960-8-10,88,79,70,
1960-8-11,90,79,68,
1960-8-12,81,73,65,
1960-8-13,77,71,65,
1960-8-14,80,72,65,
1960-8-15,87,78,69,
1960-8-16,87,76,64,
1960-8-17,81,73,65,
1960-8-18,79,71,63,
1960-8-19,81,73,65,
1960-8-20,86,76,65,
1960-8-21,88,80,71,
1960-8-22,91,80,68,
1960-8-23,78,74,69,
1960-8-24,84,76,68,
1960-8-25,81,70,59,
1960-8-26,78,68,58,
1960-8-27,79,72,66,
1960-8-28,89,79,69,
1960-8-29,92,82,71,
1960-8-30,93,83,73,
1960-8-31,94,82,69,
1960-9-1,91,79,67,
1960-9-2,88,80,72,
1960-9-3,86,74,61,
1960-9-4,80,71,62,
1960-9-5,87,78,70,
1960-9-6,88,78,69,
1960-9-7,82,73,64,
1960-9-8,83,72,60,
1960-9-9,82,74,66,
1960-9-10,87,78,70,
1960-9-11,85,76,66,
1960-9-12,79,70,62,
1960-9-13,79,69,59,
1960-9-14,76,64,52,
1960-9-15,73,64,54,
1960-9-16,79,69,59,
1960-9-17,79,68,58,
1960-9-18,72,68,63,
1960-9-19,73,68,64,
1960-9-20,78,71,64,
1960-9-21,84,73,62,
1960-9-22,75,68,60,
1960-9-23,72,63,54,
1960-9-24,70,62,55,
1960-9-25,75,66,57,
1960-9-26,70,62,54,
1960-9-27,71,60,50,
1960-9-28,72,64,55,
1960-9-29,68,64,59,
1960-9-30,63,60,58,
1960-10-1,79,65,51,
1960-10-2,68,58,47,
1960-10-3,68,62,57,
1960-10-4,75,64,53,
1960-10-5,67,60,53,
1960-10-6,65,60,55,
1960-10-7,71,64,57,
1960-10-8,73,62,52,
1960-10-9,56,54,52,
1960-10-10,61,57,53,
1960-10-11,76,66,56,
1960-10-12,81,71,61,
1960-10-13,83,70,57,
1960-10-14,81,70,59,
1960-10-15,81,70,60,
1960-10-16,81,72,63,
1960-10-17,81,69,57,
1960-10-18,74,65,56,
1960-10-19,76,65,54,
1960-10-20,70,62,55,
1960-10-21,63,50,36,
1960-10-22,57,46,36,
1960-10-23,61,50,39,
1960-10-24,60,52,44,
1960-10-25,55,44,34,
1960-10-26,59,46,33,
1960-10-27,58,48,38,
1960-10-28,50,48,45,
1960-10-29,55,52,48,
1960-10-30,66,56,45,
1960-10-31,64,54,45,
1960-11-1,52,50,48,
1960-11-2,66,54,43,
1960-11-3,70,57,44,
1960-11-4,56,46,35,
1960-11-5,66,54,42,
1960-11-6,66,51,36,
1960-11-7,53,43,33,
1960-11-8,44,36,27,
1960-11-9,50,41,32,
1960-11-10,62,52,42,
1960-11-11,58,44,30,
1960-11-12,48,38,27,
1960-11-13,56,45,34,
1960-11-14,62,50,39,
1960-11-15,71,60,49,
1960-11-16,73,61,49,
1960-11-17,71,62,52,
1960-11-18,64,50,37,
1960-11-19,60,52,44,
1960-11-20,58,49,40,
1960-11-21,62,52,43,
1960-11-22,66,55,44,
1960-11-23,64,56,48,
1960-11-24,53,46,38,
1960-11-25,43,40,38,
1960-11-26,61,50,39,
1960-11-27,64,54,43,
1960-11-28,67,58,49,
1960-11-29,73,64,54,
1960-11-30,67,48,29,
1960-12-1,42,34,25,
1960-12-2,38,30,23,
1960-12-3,47,38,28,
1960-12-4,58,46,35,
1960-12-5,60,50,39,
1960-12-6,73,61,49,
1960-12-7,74,63,52,
1960-12-8,65,48,32,
1960-12-9,45,32,19,
1960-12-10,36,28,21,
1960-12-11,53,43,33,
1960-12-12,33,28,22,
1960-12-13,26,18,9,
1960-12-14,23,18,12,
1960-12-15,40,30,21,
1960-12-16,39,32,26,
1960-12-17,41,30,20,
1960-12-18,42,32,23,
1960-12-19,39,32,25,
1960-12-20,43,32,21,
1960-12-21,34,30,26,
1960-12-22,38,24,10,
1960-12-23,23,18,12,
1960-12-24,27,18,10,
1960-12-25,30,22,14,
1960-12-26,50,39,28,
1960-12-27,53,42,32,
1960-12-28,44,31,18,
1960-12-29,33,26,19,
1960-12-30,38,33,28,
1960-12-31,46,36,25,
1961-1-1,42,34,27,
1961-1-2,47,38,28,
1961-1-3,44,36,28,
1961-1-4,40,32,23,
1961-1-5,43,32,20,
1961-1-6,46,36,25,
1961-1-7,56,49,42,
1961-1-8,58,46,35,
1961-1-9,46,34,23,
1961-1-10,38,29,20,
1961-1-11,42,34,25,
1961-1-12,59,49,39,
1961-1-13,53,42,32,
1961-1-14,53,44,35,
1961-1-15,52,45,38,
1961-1-16,40,35,30,
1961-1-17,38,34,30,
1961-1-18,58,46,35,
1961-1-19,53,42,31,
1961-1-20,33,26,19,
1961-1-21,30,22,13,
1961-1-22,29,18,7,
1961-1-23,24,17,10,
1961-1-24,39,28,17,
1961-1-25,41,24,7,
1961-1-26,23,16,10,
1961-1-27,18,14,10,
1961-1-28,25,16,8,
1961-1-29,31,22,14,
1961-1-30,38,28,19,
1961-1-31,35,26,16,
1961-2-1,45,32,20,
1961-2-2,38,22,7,
1961-2-3,16,12,7,
1961-2-4,31,21,11,
1961-2-5,41,33,25,
1961-2-6,42,32,22,
1961-2-7,42,35,28,
1961-2-8,38,32,26,
1961-2-9,36,32,28,
1961-2-10,47,40,34,
1961-2-11,48,40,32,
1961-2-12,49,40,31,
1961-2-13,36,32,29,
1961-2-14,36,33,30,
1961-2-15,63,49,35,
1961-2-16,57,48,40,
1961-2-17,56,43,30,
1961-2-18,51,42,34,
1961-2-19,57,51,45,
1961-2-20,73,54,36,
1961-2-21,47,40,32,
1961-2-22,37,34,32,
1961-2-23,47,42,37,
1961-2-24,68,56,45,
1961-2-25,75,64,53,
1961-2-26,63,48,34,
1961-2-27,64,53,42,
1961-2-28,73,58,44,
1961-3-1,47,41,35,
1961-3-2,44,40,35,
1961-3-3,57,46,35,
1961-3-4,70,60,49,
1961-3-5,75,67,59,
1961-3-6,81,71,61,
1961-3-7,82,70,57,
1961-3-8,80,60,41,
1961-3-9,42,40,37,
1961-3-10,45,36,27,
1961-3-11,45,36,26,
1961-3-12,67,52,37,
1961-3-13,72,57,42,
1961-3-14,47,42,38,
1961-3-15,57,46,36,
1961-3-16,66,54,41,
1961-3-17,50,36,23,
1961-3-18,42,34,25,
1961-3-19,36,33,30,
1961-3-20,57,46,34,
1961-3-21,56,45,34,
1961-3-22,46,38,30,
1961-3-23,36,33,30,
1961-3-24,53,44,35,
1961-3-25,50,44,37,
1961-3-26,60,51,42,
1961-3-27,68,58,48,
1961-3-28,77,66,55,
1961-3-29,77,63,49,
1961-3-30,75,61,47,
1961-3-31,64,52,39,
1961-4-1,,,,
1961-4-2,,,,
1961-4-3,,,,
1961-4-4,,,,
1961-4-5,,,,
1961-4-6,,,,
1961-4-7,,,,
1961-4-8,,,,
1961-4-9,,,,
1961-4-10,,,,
1961-4-11,,,,
1961-4-12,,,,
1961-4-13,,,,
1961-4-14,,,,
1961-4-15,,,,
1961-4-16,,,,
1961-4-17,,,,
1961-4-18,,,,
1961-4-19,,,,
1961-4-20,68,59,48,
1961-4-21,57,48,39,
1961-4-22,78,63,48,
1961-4-23,82,72,63,
1961-4-24,86,72,57,
1961-4-25,86,77,68,
1961-4-26,73,66,57,
1961-4-27,55,50,44,
1961-4-28,66,52,39,
1961-4-29,55,47,39,
1961-4-30,64,50,35,
1961-5-1,,,,
1961-5-1,63,56,50,
1961-5-2,64,56,48,
1961-5-3,68,56,45,
1961-5-4,71,55,39,
1961-5-5,68,54,39,
1961-5-6,53,50,48,
1961-5-7,75,62,50,
1961-5-8,86,74,63,
1961-5-9,82,74,64,
1961-5-10,66,63,57,
1961-5-11,61,58,55,
1961-5-12,78,68,59,
1961-5-13,77,68,59,
1961-5-14,87,74,61,
1961-5-15,84,72,60,
1961-5-16,78,70,62,
1961-5-17,78,64,50,
1961-5-18,64,55,46,
1961-5-19,72,62,51,
1961-5-20,69,60,50,
1961-5-21,72,62,52,
1961-5-22,73,60,46,
1961-5-23,73,58,43,
1961-5-24,80,66,51,
1961-5-25,82,66,51,
1961-5-26,73,62,48,
1961-5-27,54,48,41,
1961-5-28,77,60,42,
1961-5-29,75,64,54,
1961-5-30,72,61,50,
1961-5-31,78,62,46,
1961-6-1,90,76,63,
1961-6-2,93,83,73,
1961-6-3,81,76,70,
1961-6-4,84,70,57,
1961-6-5,84,70,57,
1961-6-6,84,76,68,
1961-6-7,89,78,66,
1961-6-8,82,74,66,
1961-6-9,82,75,68,
1961-6-10,84,75,66,
1961-6-11,91,78,66,
1961-6-12,91,78,66,
